File,System / File Purpose,Format,Table/Schema,Column #,Column,Type,Length,Rows/Records,Example Values,Plain English Meaning,Server Link / Use Hint,Confidence,Notes
ActiveSkill.shn,active skill definitions,SHN,,10,ItemNumber,DWORD,4,2791,0 | 0 | 0,Item reference or item-related value used by this active skill definitions table.,Use as a lookup/link field when wiring active skill definitions into server tables/services. Links to item tables such as ItemInfo / ItemInfoServer.,High,
ActiveSkill.shn,active skill definitions,SHN,,11,ItemOption,DWORD,4,2791,0 | 0 | 0,Item reference or item-related value used by this active skill definitions table.,Use as a lookup/link field when wiring active skill definitions into server tables/services. Links to item tables such as ItemInfo / ItemInfoServer.,High,
ActiveSkill.shn,active skill definitions,SHN,,12,DemandItem1,WORD,2,2791,0 | 0 | 0,Item reference or item-related value used by this active skill definitions table.,Use as a lookup/link field when wiring active skill definitions into server tables/services. Links to item tables such as ItemInfo / ItemInfoServer.,High,
ActiveSkill.shn,active skill definitions,SHN,,13,DemandItem2,WORD,2,2791,0 | 0 | 0,Item reference or item-related value used by this active skill definitions table.,Use as a lookup/link field when wiring active skill definitions into server tables/services. Links to item tables such as ItemInfo / ItemInfoServer.,High,
ActiveSkill.shn,active skill definitions,SHN,,14,SP,DWORD,4,2791,5 | 14 | 27,Character/combat/stat value used by this active skill definitions table.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,15,SPRate,DWORD,4,2791,0 | 0 | 0,"Chance/rate/multiplier used by this active skill definitions table. The exact scale may be percent, per-10k, or table-specific until runtime confirms it.",Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,High,
ActiveSkill.shn,active skill definitions,SHN,,16,HP,DWORD,4,2791,0 | 0 | 0,Character/combat/stat value used by this active skill definitions table.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,17,HPRate,DWORD,4,2791,0 | 0 | 0,"Chance/rate/multiplier used by this active skill definitions table. The exact scale may be percent, per-10k, or table-specific until runtime confirms it.",Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,High,
ActiveSkill.shn,active skill definitions,SHN,,18,LP,DWORD,4,2791,0 | 0 | 0,LP value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,19,Range,DWORD,4,2791,0 | 0 | 0,Range value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,20,First,DWORD_11,4,2791,0 | 0 | 0,First value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,21,Last,DWORD_11,4,2791,0 | 0 | 0,Last value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,22,IsMovingSkill,BYTE,1,2791,1 | 1 | 1,"Skill reference, skill requirement, or skill behavior value used by this active skill definitions table.",Use as a lookup/link field when wiring active skill definitions into server tables/services. Links to skill tables such as ActiveSkill / PassiveSkill / Skill data.,High,
ActiveSkill.shn,active skill definitions,SHN,,23,UsableDegree,WORD,2,2791,45 | 45 | 45,Usable Degree value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,24,DirectionRotate,WORD,2,2791,0 | 0 | 0,Direction Rotate value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,25,SkillDegree,WORD,2,2791,360 | 360 | 360,"Skill reference, skill requirement, or skill behavior value used by this active skill definitions table.",Use as a lookup/link field when wiring active skill definitions into server tables/services. Links to skill tables such as ActiveSkill / PassiveSkill / Skill data.,High,
ActiveSkill.shn,active skill definitions,SHN,,26,SkillTargetState,DWORD_11,4,2791,0 | 0 | 0,"Skill reference, skill requirement, or skill behavior value used by this active skill definitions table.",Use as a lookup/link field when wiring active skill definitions into server tables/services. Links to skill tables such as ActiveSkill / PassiveSkill / Skill data.,High,
ActiveSkill.shn,active skill definitions,SHN,,27,CastTime,DWORD,4,2791,0 | 0 | 0,"Time, duration, delay, cooldown, or reset value used by this active skill definitions table.",Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,High,
ActiveSkill.shn,active skill definitions,SHN,,28,DlyTime,DWORD,4,2791,6000 | 6000 | 6000,"Time, duration, delay, cooldown, or reset value used by this active skill definitions table.",Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,High,
ActiveSkill.shn,active skill definitions,SHN,,29,DlyGroupNum,DWORD,4,2791,10 | 10 | 10,Group key used to tie multiple active skill definitions rows together.,Use as a lookup/link field when wiring active skill definitions into server tables/services. Often groups multiple rows together under one table-specific group key.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,30,DlyTimeGroup,DWORD,4,2791,6000 | 6000 | 6000,"Time, duration, delay, cooldown, or reset value used by this active skill definitions table.",Use as a lookup/link field when wiring active skill definitions into server tables/services. Often groups multiple rows together under one table-specific group key.,High,
ActiveSkill.shn,active skill definitions,SHN,,31,MinWC,DWORD,4,2791,39 | 91 | 263,minimum WC value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,32,MinWCRate,DWORD,4,2791,0 | 0 | 0,"Chance/rate/multiplier used by this active skill definitions table. The exact scale may be percent, per-10k, or table-specific until runtime confirms it.",Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,High,
ActiveSkill.shn,active skill definitions,SHN,,33,MaxWC,DWORD,4,2791,44 | 106 | 292,maximum WC value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,34,MaxWCRate,DWORD,4,2791,0 | 0 | 0,"Chance/rate/multiplier used by this active skill definitions table. The exact scale may be percent, per-10k, or table-specific until runtime confirms it.",Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,High,
ActiveSkill.shn,active skill definitions,SHN,,35,MinMA,DWORD,4,2791,0 | 0 | 0,minimum MA value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,36,MinMARate,DWORD,4,2791,0 | 0 | 0,"Chance/rate/multiplier used by this active skill definitions table. The exact scale may be percent, per-10k, or table-specific until runtime confirms it.",Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,High,
ActiveSkill.shn,active skill definitions,SHN,,37,MaxMA,DWORD,4,2791,0 | 0 | 0,maximum MA value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,38,MaxMARate,DWORD,4,2791,0 | 0 | 0,"Chance/rate/multiplier used by this active skill definitions table. The exact scale may be percent, per-10k, or table-specific until runtime confirms it.",Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,High,
ActiveSkill.shn,active skill definitions,SHN,,39,AC,DWORD,4,2791,0 | 0 | 0,AC value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,40,MR,DWORD,4,2791,0 | 0 | 0,MR value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,41,Area,DWORD,4,2791,0 | 0 | 0,Area value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,42,TargetNumber,DWORD,4,2791,1 | 1 | 1,Target Number value for active skill definitions. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,43,UseClass,DWORD_11,4,2791,2 | 2 | 3,"Time, duration, delay, cooldown, or reset value used by this active skill definitions table.",Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,44,StaNameA,STRING,32,2791,- | - | -,Text/key/resource string used by this active skill definitions table.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,45,StaStrengthA,DWORD,4,2791,0 | 0 | 0,Character/combat/stat value used by this active skill definitions table.,Use when implementing/loading active skill definitions; exact server branch depends on the file's system.,Medium,
ActiveSkill.shn,active skill definitions,SHN,,46,StaSucRateA,DWORD,4,2791,0 | 0 | 0,"Chance/rate/multiplier used by this active skill definitions table. The exact scale may be percent, per-10k, or table-specific until runtime confirms it.",Use as a tunable gameplay/config value for active skill definitions; preserve type and verify scale during runtime tests.,High,
